Entropy,EdgeDensity,MeanIntensity,StdIntensity,Label
5.4831176,0.0019730548469387753,133.38426737882654,11.93329870897998,ch_Chickenpox_Varicela
5.8786936,0.0003985969387755102,189.89048549107142,16.028497482310886,ch_Chickenpox_Varicela
6.1274004,0.0184749681122449,115.16713169642857,17.09105269730836,ch_Chickenpox_Varicela
7.510131,0.01114078443877551,135.99764827806123,53.761855694909016,ch_Chickenpox_Varicela
6.251007,0.010801977040816327,155.5705117984694,26.877373133705223,ch_Chickenpox_Varicela
7.3013096,0.012376434948979591,131.62549824617346,43.04055288669336,ch_Chickenpox_Varicela
7.0255194,0.020388233418367346,152.25876913265307,53.47409128472697,ch_Chickenpox_Varicela
5.992509,0.00047831632653061223,178.10481106505102,22.075748771110433,ch_Chickenpox_Varicela
7.2053733,0.039381377551020405,100.5989915497449,60.61982809653695,ch_Chickenpox_Varicela
6.708747,0.004324776785714286,136.9356066645408,28.387819263692894,ch_Chickenpox_Varicela
6.664272,0.0037468112244897957,138.55486686862244,27.559602816805885,ch_Chickenpox_Varicela
5.8690195,0.001016422193877551,188.9401307397959,16.139025842618985,ch_Chickenpox_Varicela
6.0138907,0.011439732142857142,193.2711854272959,52.90619198419849,ch_Chickenpox_Varicela
7.2596283,0.01612324617346939,129.33380500637756,47.82581516024533,ch_Chickenpox_Varicela
6.3587065,0.005560427295918368,197.69969706632654,21.341559313369967,ch_Chickenpox_Varicela
7.2916555,0.057736766581632654,158.24272560586735,51.38919639995913,ch_Chickenpox_Varicela
6.781405,0.019770408163265307,131.63663903061226,35.00297830429179,ch_Chickenpox_Varicela
7.5425544,0.003866390306122449,177.2972337372449,62.537014717863535,ch_Chickenpox_Varicela
7.439895,0.052076690051020405,168.3545918367347,72.7226334469428,ch_Chickenpox_Varicela
6.292773,0.006118463010204082,127.45300542091837,28.09509435657665,ch_Chickenpox_Varicela
2.9091582,0.0225406568877551,232.30030293367346,45.837958547319516,ch_Chickenpox_Varicela
6.698356,0.045001594387755105,148.0379862882653,45.44279551463313,ch_Chickenpox_Varicela
6.0722384,0.03059231505102041,159.32728794642858,27.952839462265434,ch_Chickenpox_Varicela
7.5666513,0.06094547193877551,145.04803093112244,49.92968593988115,ch_Chickenpox_Varicela
5.431995,0.00972576530612245,195.70880500637756,19.063708742805954,ch_Chickenpox_Varicela
7.5408344,0.04536033163265306,123.76112085459184,67.12955510249559,ch_Chickenpox_Varicela
6.5252743,0.006138392857142857,109.40906010841837,30.489965154997403,ch_Chickenpox_Varicela
7.0103035,0.013612085459183673,108.9398118622449,42.01441065827358,ch_Chickenpox_Varicela
7.177021,0.026526626275510203,185.89096380739795,55.09368551235676,ch_Chickenpox_Varicela
7.692305,0.03752790178571429,107.14194036989795,78.71335359425262,ch_Chickenpox_Varicela
5.475684,0.017059948979591837,231.31724330357142,20.097685803868885,ch_Chickenpox_Varicela
4.791135,0.0,177.2702487244898,7.919398031446775,ch_Chickenpox_Varicela
7.6799574,0.052056760204081634,141.34026227678572,61.17334555797313,ch_Chickenpox_Varicela
6.82507,0.03280452806122449,171.8203125,30.859522147511488,ch_Chickenpox_Varicela
6.167355,0.0,161.75490274234693,20.4470620388484,ch_Chickenpox_Varicela
6.481139,0.0732421875,206.18253746811226,38.79593823337947,ch_Chickenpox_Varicela
7.295211,0.02459343112244898,116.52923708545919,40.31142794146691,ch_Chickenpox_Varicela
6.646693,0.031748246173469385,168.73461415816325,53.37979006559307,ch_Chickenpox_Varicela
6.1895742,0.003049266581632653,123.80048230229592,22.93862326790392,ch_Chickenpox_Varicela
5.7834363,0.010184151785714286,168.29051737882654,23.030392055508,ch_Chickenpox_Varicela
5.1027207,0.02654655612244898,92.24499760841837,92.95073979258838,ch_Chickenpox_Varicela
7.0610967,0.04916693239795918,126.23286033163265,58.19726951607933,ch_Chickenpox_Varicela
6.3133626,0.004464285714285714,127.68235809948979,28.00608983611876,ch_Chickenpox_Varicela
7.698897,0.05199697066326531,141.29432397959184,61.05729189445207,ch_Chickenpox_Varicela
7.2121625,0.05137914540816327,180.96584024234693,59.62836941939684,ch_Chickenpox_Varicela
6.7659826,0.023736447704081634,184.92014110331633,37.961723547115064,ch_Chickenpox_Varicela
7.652503,0.030113998724489797,97.42867107780613,58.034115828568765,ch_Chickenpox_Varicela
6.9523873,0.014449139030612245,159.96697624362244,43.91334899751656,ch_Chickenpox_Varicela
7.4171677,0.013173628826530613,180.93871572066325,55.97662320256423,ch_Chickenpox_Varicela
6.6195803,0.013452646683673469,155.32182716836735,27.57990808570702,ch_Chickenpox_Varicela
7.3902264,0.01895328443877551,163.2879862882653,51.82320660157185,ch_Chickenpox_Varicela
7.561405,0.012356505102040817,146.12794961734693,54.68784193833636,ch_Chickenpox_Varicela
7.734405,0.033900669642857144,107.11108896683673,78.28184393615814,ch_Chickenpox_Varicela
